Index,orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
4274,4275,Patrick Ryan,Same Day,25.164,2,0.7,-16.776,Consumer,West,Colorado,Binders                                           ,Office Supplies,21,Freitag,6,2013,21,6,2013,0
4275,4276,Nathan Gelder,First Class,88.074,7,0.7,-58.716,Corporate,West,Oregon,Binders                                           ,Office Supplies,4,Sonntag,9,2016,5,9,2016,1
4276,4277,Dave Hallsten,Second Class,1.824,1,0.7,-1.3984,Corporate,East,Ohio,Binders                                           ,Office Supplies,16,Mittwoch,11,2016,20,11,2016,4
4277,4278,John Castell,Standard Class,18.24,3,0.0,8.5728,Home Office,Central,Wisconsin,Binders                                           ,Office Supplies,11,Freitag,11,2016,17,11,2016,6
4278,4279,Cindy Chapman,First Class,3.648,3,0.8,-6.0192,Consumer,Central,Texas,Binders                                           ,Office Supplies,1,Sonntag,9,2013,4,9,2013,3
4279,4280,Steve Chapman,Second Class,24.32,5,0.2,8.208,Corporate,West,California,Binders                                           ,Office Supplies,16,Freitag,12,2016,21,12,2016,5
4280,4281,Steve Chapman,Standard Class,9.728,2,0.2,3.2832,Consumer,East,New York,Binders                                           ,Office Supplies,28,Mittwoch,10,2015,1,11,2015,4
4281,4282,Carlos Soltero,Standard Class,14.592,3,0.2,4.9248,Consumer,West,Washington,Binders                                           ,Office Supplies,12,Montag,5,2014,18,5,2014,6
4282,4283,Carlos Soltero,Second Class,9.728,2,0.2,3.2832,Corporate,West,California,Binders                                           ,Office Supplies,31,Freitag,10,2014,4,11,2014,4
4283,4284,Victoria Wilson,Second Class,3.648,2,0.7,-2.7968,Consumer,East,Ohio,Binders                                           ,Office Supplies,14,Montag,11,2016,17,11,2016,3
4284,4285,Victoria Wilson,Second Class,13.71,3,0.0,6.5808,Consumer,Central,Missouri,Binders                                           ,Office Supplies,10,Samstag,9,2016,15,9,2016,5
4285,4286,Victoria Wilson,Standard Class,3.656,4,0.8,-5.8496,Consumer,Central,Texas,Binders                                           ,Office Supplies,31,Mittwoch,12,2014,5,1,2015,5
4286,4287,Victoria Wilson,Standard Class,7.312,2,0.2,2.5592,Corporate,West,Washington,Binders                                           ,Office Supplies,27,Freitag,11,2015,3,12,2015,6
4287,4288,Darrin Van Huff,First Class,2.742,2,0.7,-2.0108,Consumer,South,Tennessee,Binders                                           ,Office Supplies,2,Samstag,5,2015,5,5,2015,3
4288,4289,Roy Collins,Standard Class,5.484,4,0.7,-4.0216,Consumer,East,Ohio,Binders                                           ,Office Supplies,17,Dienstag,12,2013,24,12,2013,7
4289,4290,Barry Blumstein,Standard Class,18.28,5,0.2,6.398,Consumer,East,New York,Binders                                           ,Office Supplies,11,Donnerstag,7,2013,15,7,2013,4
4290,4291,Toby Swindell,Standard Class,33.04,8,0.0,15.5288,Corporate,Central,Wisconsin,Binders                                           ,Office Supplies,22,Donnerstag,9,2016,26,9,2016,4
4291,4292,Toby Swindell,Standard Class,7.434,6,0.7,-5.6994,Corporate,South,Florida,Binders                                           ,Office Supplies,29,Sonntag,11,2015,4,12,2015,5
4292,4293,Toby Swindell,Standard Class,8.26,2,0.0,3.8822,Consumer,Central,Minnesota,Binders                                           ,Office Supplies,25,Sonntag,9,2016,29,9,2016,4
4293,4294,Toby Swindell,Standard Class,16.52,5,0.2,5.5755,Consumer,West,California,Binders                                           ,Office Supplies,21,Sonntag,4,2013,25,4,2013,4
4294,4295,Jim Karlsson,Standard Class,2.043,1,0.7,-1.4982,Home Office,East,Pennsylvania,Binders                                           ,Office Supplies,7,Samstag,3,2015,11,3,2015,4
4295,4296,Jim Karlsson,Second Class,38.136,7,0.2,13.3476,Consumer,West,California,Binders                                           ,Office Supplies,16,Montag,11,2015,18,11,2015,2
4296,4297,Michelle Ellison,Standard Class,14.301,7,0.7,-10.4874,Consumer,South,North Carolina,Binders                                           ,Office Supplies,3,Sonntag,11,2013,7,11,2013,4
4297,4298,Michelle Ellison,Standard Class,10.896,2,0.2,3.8136,Home Office,East,New York,Binders                                           ,Office Supplies,23,Sonntag,2,2014,28,2,2014,5
4298,4299,Michael Kennedy,Standard Class,27.24,5,0.2,9.534,Consumer,West,California,Binders                                           ,Office Supplies,30,Mittwoch,9,2015,4,10,2015,4
4299,4300,Pauline Johnson,Standard Class,2.724,2,0.8,-4.3584,Home Office,Central,Texas,Binders                                           ,Office Supplies,25,Mittwoch,9,2013,30,9,2013,5
4300,4301,Pauline Johnson,Standard Class,21.792,4,0.2,7.6272,Consumer,West,California,Binders                                           ,Office Supplies,7,Montag,11,2016,12,11,2016,5
4301,4302,Nathan Mautz,Standard Class,14.301,7,0.7,-10.4874,Corporate,West,Oregon,Binders                                           ,Office Supplies,26,Sonntag,10,2014,1,11,2014,6
4302,4303,Paul Stevenson,Standard Class,1.362,1,0.8,-2.1792,Corporate,Central,Texas,Binders                                           ,Office Supplies,5,Dienstag,8,2014,11,8,2014,6
4303,4304,Paul Stevenson,Standard Class,4.086,2,0.7,-2.9964,Consumer,South,Florida,Binders                                           ,Office Supplies,3,Donnerstag,11,2016,7,11,2016,4
4304,4305,Charles McCrossin,First Class,6.129,3,0.7,-4.4946,Corporate,South,Tennessee,Binders                                           ,Office Supplies,18,Mittwoch,6,2014,20,6,2014,2
4305,4306,Charles McCrossin,Standard Class,81.438,7,0.7,-65.1504,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,26,Mittwoch,10,2016,30,10,2016,4
4306,4307,Kelly Williams,Standard Class,77.56,2,0.0,35.6776,Consumer,South,Mississippi,Binders                                           ,Office Supplies,20,Montag,7,2015,26,7,2015,6
4307,4308,Anna Andreadi,Standard Class,62.048,2,0.2,20.1656,Consumer,West,Utah,Binders                                           ,Office Supplies,14,Donnerstag,3,2013,19,3,2013,5
4308,4309,Bill Shonely,Standard Class,58.17,5,0.7,-46.536,Consumer,East,Ohio,Binders                                           ,Office Supplies,14,Samstag,5,2016,18,5,2016,4
4309,4310,Bill Shonely,Standard Class,77.56,2,0.0,35.6776,Home Office,Central,Oklahoma,Binders                                           ,Office Supplies,12,Mittwoch,8,2015,17,8,2015,5
4310,4311,Bill Shonely,Second Class,155.12,5,0.2,50.414,Consumer,West,California,Binders                                           ,Office Supplies,20,Freitag,12,2013,23,12,2013,3
4311,4312,Dennis Kane,Standard Class,186.144,6,0.2,60.4968,Consumer,East,New York,Binders                                           ,Office Supplies,22,Montag,6,2015,27,6,2015,5
4312,4313,Harold Ryan,First Class,895.92,5,0.2,302.373,Consumer,West,California,Binders                                           ,Office Supplies,29,Mittwoch,6,2016,30,6,2016,1
4313,4314,Kean Nguyen,Standard Class,671.94,3,0.0,315.8118,Consumer,East,New Hampshire,Binders                                           ,Office Supplies,14,Freitag,3,2014,18,3,2014,4
4314,4315,David Flashing,First Class,895.92,5,0.2,302.373,Corporate,West,Washington,Binders                                           ,Office Supplies,13,Mittwoch,4,2016,15,4,2016,2
4315,4316,Claire Good,Standard Class,895.92,4,0.0,421.0824,Consumer,Central,Michigan,Binders                                           ,Office Supplies,11,Freitag,3,2016,17,3,2016,6
4316,4317,Claire Good,Standard Class,67.194,1,0.7,-51.5154,Corporate,South,Tennessee,Binders                                           ,Office Supplies,20,Sonntag,1,2013,26,1,2013,6
4317,4318,Brad Thomas,First Class,895.92,5,0.2,302.373,Corporate,East,New York,Binders                                           ,Office Supplies,17,Mittwoch,8,2016,19,8,2016,2
4318,4319,Tom Stivers,Standard Class,3.168,3,0.7,-2.4288,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,28,Freitag,6,2013,2,7,2013,4
4319,4320,Tom Stivers,Standard Class,11.264,4,0.2,3.8016,Consumer,West,Washington,Binders                                           ,Office Supplies,12,Freitag,7,2013,18,7,2013,6
4320,4321,Neil Ducich,Second Class,7.04,2,0.0,3.3088,Corporate,Central,Nebraska,Binders                                           ,Office Supplies,19,Freitag,12,2014,21,12,2014,2
4321,4322,Neil Ducich,Same Day,1.408,2,0.8,-2.3232,Home Office,Central,Texas,Binders                                           ,Office Supplies,4,Freitag,11,2016,4,11,2016,0
4322,4323,Quincy Jones,Standard Class,17.22,5,0.7,-12.628,Consumer,South,North Carolina,Binders                                           ,Office Supplies,3,Donnerstag,9,2015,7,9,2015,4
4323,4324,Quincy Jones,Standard Class,10.332,3,0.7,-7.5768,Consumer,East,Ohio,Binders                                           ,Office Supplies,11,Donnerstag,12,2014,15,12,2014,4
4324,4325,Sandra Glassco,Standard Class,6.888,2,0.7,-5.0512,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,29,Sonntag,11,2015,5,12,2015,6
4325,4326,Cynthia Arntzen,Standard Class,6.888,3,0.8,-11.0208,Home Office,Central,Texas,Binders                                           ,Office Supplies,19,Sonntag,6,2016,26,6,2016,7
4326,4327,Speros Goranitis,Standard Class,13.776,6,0.8,-22.0416,Home Office,Central,Texas,Binders                                           ,Office Supplies,17,Donnerstag,3,2016,21,3,2016,4
4327,4328,Emily Phan,Standard Class,10.332,3,0.7,-7.5768,Home Office,East,Pennsylvania,Binders                                           ,Office Supplies,22,Mittwoch,6,2016,28,6,2016,6
4328,4329,Andrew Allen,Second Class,3.444,1,0.7,-2.5256,Home Office,South,Florida,Binders                                           ,Office Supplies,6,Samstag,9,2014,8,9,2014,2
4329,4330,Meg Tillman,Standard Class,2.992,4,0.8,-4.488,Consumer,Central,Illinois,Binders                                           ,Office Supplies,1,Mittwoch,10,2014,5,10,2014,4
4330,4331,Meg Tillman,Standard Class,5.984,2,0.2,2.244,Consumer,East,New York,Binders                                           ,Office Supplies,19,Mittwoch,11,2014,24,11,2014,5
4331,4332,Alex Avila,Standard Class,4.488,6,0.8,-6.732,Consumer,Central,Texas,Binders                                           ,Office Supplies,23,Montag,11,2015,28,11,2015,5
4332,4333,Carlos Meador,Same Day,6.732,6,0.7,-4.488,Consumer,East,Ohio,Binders                                           ,Office Supplies,24,Mittwoch,9,2014,24,9,2014,0
4333,4334,Victoria Pisteka,Second Class,2.992,1,0.2,1.122,Corporate,West,California,Binders                                           ,Office Supplies,19,Samstag,10,2013,22,10,2013,3
4334,4335,Linda Southworth,First Class,11.22,10,0.7,-7.48,Corporate,East,Ohio,Binders                                           ,Office Supplies,13,Sonntag,11,2016,15,11,2016,2
4335,4336,Brad Thomas,Same Day,3.366,3,0.7,-2.244,Consumer,West,Arizona,Binders                                           ,Office Supplies,10,Donnerstag,7,2014,10,7,2014,0
4336,4337,Roy Phan,Second Class,5.984,2,0.2,2.244,Corporate,West,California,Binders                                           ,Office Supplies,16,Freitag,12,2016,20,12,2016,4
4337,4338,Roy Phan,Second Class,15.92,5,0.2,5.373,Corporate,East,New York,Binders                                           ,Office Supplies,12,Samstag,11,2016,15,11,2016,3
4338,4339,Roy Phan,Standard Class,6.368,2,0.2,2.1492,Home Office,West,California,Binders                                           ,Office Supplies,3,Mittwoch,9,2014,8,9,2014,5
4339,4340,Roy Phan,Standard Class,5.97,5,0.7,-4.577,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,26,Donnerstag,9,2013,30,9,2013,4
4340,4341,Xylona Price,Second Class,15.92,4,0.0,7.4824,Consumer,South,Kentucky,Binders                                           ,Office Supplies,9,Freitag,12,2016,12,12,2016,3
4341,4342,Xylona Price,Standard Class,2.388,2,0.7,-1.8308,Consumer,West,Arizona,Binders                                           ,Office Supplies,5,Samstag,11,2016,12,11,2016,7
4342,4343,Marc Crier,First Class,15.92,4,0.0,7.4824,Consumer,South,Georgia,Binders                                           ,Office Supplies,12,Donnerstag,2,2015,14,2,2015,2
4343,4344,Marc Crier,Standard Class,1.592,2,0.8,-2.6268,Consumer,Central,Illinois,Binders                                           ,Office Supplies,22,Sonntag,5,2016,26,5,2016,4
4344,4345,Saphhira Shifley,First Class,9.552,8,0.7,-7.3232,Consumer,West,Colorado,Binders                                           ,Office Supplies,5,Donnerstag,5,2016,6,5,2016,1
4345,4346,Charles McCrossin,Standard Class,15.92,4,0.0,7.4824,Consumer,Central,Michigan,Binders                                           ,Office Supplies,1,Donnerstag,12,2016,7,12,2016,6
4346,4347,Charles McCrossin,Standard Class,41.904,6,0.2,14.1426,Corporate,West,California,Binders                                           ,Office Supplies,15,Sonntag,3,2015,21,3,2015,6
4347,4348,Jack O'Briant,Standard Class,10.476,6,0.8,-17.2854,Consumer,Central,Texas,Binders                                           ,Office Supplies,8,Samstag,11,2014,13,11,2014,5
4348,4349,Nathan Gelder,Standard Class,17.46,2,0.0,8.2062,Consumer,South,Virginia,Binders                                           ,Office Supplies,11,Montag,2,2013,15,2,2013,4
4349,4350,Nathan Gelder,Standard Class,12.222,7,0.8,-20.1663,Corporate,Central,Texas,Binders                                           ,Office Supplies,2,Mittwoch,3,2016,8,3,2016,6
4350,4351,Caroline Jumper,Second Class,27.936,4,0.2,9.4284,Corporate,West,California,Binders                                           ,Office Supplies,26,Dienstag,3,2013,31,3,2013,5
4351,4352,Caroline Jumper,Second Class,20.952,3,0.2,7.0713,Corporate,West,California,Binders                                           ,Office Supplies,5,Mittwoch,8,2015,7,8,2015,2
4352,4353,Tracy Zic,Standard Class,41.904,6,0.2,14.1426,Home Office,West,California,Binders                                           ,Office Supplies,9,Dienstag,7,2013,13,7,2013,4
4353,4354,Tracy Zic,First Class,7.857,3,0.7,-6.0237,Home Office,West,Arizona,Binders                                           ,Office Supplies,7,Mittwoch,9,2016,9,9,2016,2
4354,4355,Bobby Odegard,Standard Class,5.238,2,0.7,-4.0158,Corporate,South,Florida,Binders                                           ,Office Supplies,12,Mittwoch,11,2014,19,11,2014,7
4355,4356,Bobby Odegard,Standard Class,27.936,4,0.2,9.4284,Home Office,West,Washington,Binders                                           ,Office Supplies,22,Freitag,1,2016,26,1,2016,4
4356,4357,Erin Creighton,First Class,17.46,2,0.0,8.2062,Corporate,Central,Minnesota,Binders                                           ,Office Supplies,12,Donnerstag,3,2015,14,3,2015,2
4357,4358,Erin Creighton,Standard Class,6.984,1,0.2,2.3571,Corporate,East,New York,Binders                                           ,Office Supplies,20,Dienstag,12,2016,26,12,2016,6
